university,career,inscription_date,first_name,last_name,gender,age
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-11,daniel,moreno,male,4813
universidad nacional de jujuy,arquitectura,2020-10-17,paul,harris,male,5352
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-19,tyler,wise,male,9654
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-31,richard,johnston,male,15961
universidad tecnológica nacional,ingeniería electrónica,2021-01-13,john,moore,male,9682
universidad nacional de jujuy,ingeniería mecánica,2020-11-03,terry,rogers,male,7523
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-02-01,marilyn,winters,female,20103
universidad nacional de jujuy,licenciatura en sociología,2021-01-28,vincent,bell,male,29861
universidad tecnológica nacional,farmacia,2020-10-23,scott,may,male,35418
universidad nacional de jujuy,agronomía,2020-09-01,christopher,austin,male,11016
universidad nacional de jujuy,bioquímica,2020-09-30,travis,gilbert,male,3384
universidad nacional de jujuy,técnico para bioterios,2020-09-09,kenneth,moore,male,4984
universidad tecnológica nacional,bioquímica,2020-12-16,jennifer,wilson,female,31916
universidad nacional de jujuy,licenciatura en administración,2020-11-09,shannon,wright,female,11244
universidad nacional de jujuy,agronomía,2020-10-30,shelly,francis,female,30361
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-09-04,nicholas,gordon,male,22295
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-02,henry,cisneros,male,42505
universidad tecnológica nacional,ingeniería electrónica,2020-11-27,susan,gentry,female,21769
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-18,adam,hughes,male,1801
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-04,david,house,male,13378
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-01,shawn,campbell,male,22831
universidad tecnológica nacional,licenciatura en sociología,2020-09-15,allison,roach,female,21541
universidad nacional de jujuy,arquitectura,2020-10-13,victoria,daniels,female,19105
universidad nacional de jujuy,licenciatura en sociología,2021-01-17,david,harper,male,36263
universidad tecnológica nacional,bioquímica,2020-09-19,jeffrey,phillips,male,6967
universidad tecnológica nacional,contador público,2020-10-31,kurt,hill,male,39802
universidad nacional de jujuy,ingeniería en informática,2020-10-07,kent,alvarado,male,17943
universidad tecnológica nacional,diseño industrial,2020-09-20,debra,carter,female,39458
universidad nacional de jujuy,arquitectura,2021-01-21,jordan,schultz,male,4166
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-14,rebecca,compton,female,11186
universidad tecnológica nacional,arquitectura,2020-12-18,hector,king,male,41263
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,joseph,kaiser,male,12190
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-14,paula,gamble,female,23133
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-09-20,dawn,jimenez,female,6867
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-11-10,mr.,richard,male,7550
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-15,garrett,wells,male,10298
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-15,brian,brown,male,32014
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-10,janice,mcneil,female,13609
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-25,jodi,york,female,812
universidad tecnológica nacional,contador público,2021-01-16,jennifer,marquez,female,9662
universidad tecnológica nacional,actuario,2020-10-05,cynthia,fletcher,female,4241
universidad nacional de jujuy,contador público,2020-09-28,peggy,phillips,female,829
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-04,patrick,cook,male,7994
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-28,corey,mora,male,37734
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-20,edward,west,male,4964
universidad tecnológica nacional,técnico para bioterios,2020-12-17,mary,cox,female,9552
universidad tecnológica nacional,licenciatura en sociología,2020-10-27,bill,wolfe,male,6019
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-24,bethany,jones,female,39173
universidad tecnológica nacional,contador público,2020-11-03,anthony,nolan,male,38074
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-05,steven,walker,male,7136
universidad tecnológica nacional,licenciatura en psicología,2020-11-29,rachel,curtis,female,14417
universidad nacional de jujuy,agronomía,2020-11-03,lisa,bowman,female,3044
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-01,wendy,lee,female,22709
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-23,xavier,roberts,male,3862
universidad nacional de jujuy,ingeniería electrónica,2020-11-18,philip,jones,male,9401
universidad nacional de jujuy,técnico para bioterios,2020-09-27,angel,underwood,male,16772
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-04,kathryn,diaz,female,34906
universidad nacional de jujuy,licenciatura en administración,2020-10-19,brian,porter,male,37786
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-11-07,mary,wilson,female,26453
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-26,jennifer,duke,female,37840
universidad nacional de jujuy,medicina,2020-11-09,whitney,pham,female,23473
universidad nacional de jujuy,medicina,2020-10-18,logan,wise,male,22850
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-22,david,johnson,male,11735
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-22,debbie,ross,female,24789
universidad nacional de jujuy,ingeniería electrónica,2020-10-07,kevin,may,male,8326
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-22,william,reed,male,6904
universidad nacional de jujuy,ingeniería mecánica,2020-12-02,cheryl,wilson,female,30361
universidad tecnológica nacional,arquitectura,2020-11-18,warren,sims,male,36765
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-24,brooke,griffin,female,5255
universidad tecnológica nacional,actuario,2020-12-16,thomas,thompson,male,32140
universidad tecnológica nacional,ciencias veterinarias,2020-09-06,christopher,wilkins,male,26417
universidad tecnológica nacional,ingeniería en informática,2020-11-27,craig,fox,male,35764
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-10,scott,williams,male,27932
universidad nacional de jujuy,ingeniería mecánica,2020-09-28,laura,preston,female,21341
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-07,kevin,lowe,male,24913
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-13,alice,arnold,female,4202
universidad tecnológica nacional,ingeniería electrónica,2020-10-21,elizabeth,strong,female,5388
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-09-29,brittany,perez,female,38361
universidad nacional de jujuy,licenciatura en artes,2020-11-12,michael,sparks,male,15755
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-04,cristina,rangel,female,5652
universidad nacional de jujuy,diseño de imagen y sonido,2020-10-28,kimberly,richardson,female,15319
universidad tecnológica nacional,farmacia,2021-01-04,wendy,russell,female,24000
universidad tecnológica nacional,licenciatura en administración,2020-10-02,ashley,moore,female,25365
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-17,david,hubbard,male,20142
universidad tecnológica nacional,agronomía,2020-09-20,daniel,cooper,male,30999
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-29,micheal,morris,male,37636
universidad tecnológica nacional,bioquímica,2020-09-16,jennifer,scott,female,33057
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-03,lisa,johnson,female,8210
universidad tecnológica nacional,ingeniería electrónica,2021-01-02,michael,henson,male,25834
universidad tecnológica nacional,agronomía,2020-12-04,kimberly,johnson,female,21523
universidad nacional de jujuy,agronomía,2020-10-31,teresa,jackson,female,16657
universidad nacional de jujuy,farmacia,2020-12-08,teresa,lopez,female,33012
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-11-27,frank,sanchez,male,20342
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-24,michael,hall,male,10645
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-14,amanda,harrison,female,35619
universidad tecnológica nacional,medicina,2021-02-01,charles,li,male,18282
universidad nacional de jujuy,medicina,2020-09-25,samuel,andersen,male,9789
universidad tecnológica nacional,agronomía,2020-09-05,krista,ball,female,25261
universidad nacional de jujuy,licenciatura en sociología,2020-10-08,amber,cole,female,33475
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-23,patrick,martin,male,5312
universidad nacional de jujuy,agronomía,2020-10-15,stephen,brooks,male,26144
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-25,adam,lewis,male,34653
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-27,kayla,mitchell,female,3492
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-09,teresa,flynn,female,32673
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-17,kevin,hall,male,4853
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-25,debra,edwards,female,27679
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-13,james,taylor,male,26532
universidad nacional de jujuy,licenciatura en psicología,2020-09-05,cassidy,cunningham,female,32605
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-07,sophia,clark,female,37390
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-25,diana,castro,female,9155
universidad nacional de jujuy,licenciatura en ciencia política,2020-11-09,kathryn,coleman,female,41576
universidad tecnológica nacional,licenciatura en psicología,2021-01-22,lori,hubbard,female,41515
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-04,kenneth,thompson,male,27188
universidad tecnológica nacional,ingeniería mecánica,2020-12-02,gilbert,barton,male,31260
universidad tecnológica nacional,ingeniería electrónica,2020-11-05,dr.,erin,female,22564
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-10,adam,mcdonald,male,435
universidad nacional de jujuy,agronomía,2021-01-19,michael,robbins,male,35687
universidad tecnológica nacional,ciencias veterinarias,2020-10-16,michael,wright,male,2667
universidad tecnológica nacional,diseño industrial,2020-11-01,gina,lopez,female,539
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-20,tracy,dunn,female,625
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-24,kathy,jennings,female,1587
universidad tecnológica nacional,actuario,2020-12-10,bradley,flores,male,17716
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,stephanie,collier,female,41589
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021-01-18,daryl,moyer,male,31631
universidad nacional de jujuy,licenciatura en administración,2020-11-08,troy,taylor,male,14990
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-06,gary,best,male,34397
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-26,dr.,stephanie,female,9820
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-07,robert,austin,male,9665
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-22,jeremy,shah,male,27996
universidad tecnológica nacional,ingeniería electrónica,2020-09-27,wanda,martin,female,14450
universidad nacional de jujuy,ingeniería en informática,2020-09-30,dana,oneill,female,34970
universidad tecnológica nacional,actuario,2020-09-22,tamara,escobar,female,20456
universidad tecnológica nacional,licenciatura en sociología,2020-09-26,christine,allen,female,13536
